symbol,date,epsActual,epsEstimated,lastUpdated
NVL,2018-12-30,8e-05,4e-05,2023-04-03
MEMP,2018-12-30,3.18,1.98,2023-04-03
MBFIP,2018-12-30,2.07,2.36,2023-04-03
FEES.L,2018-12-30,13.83,9.16,2023-04-03
NVTK.L,2018-12-30,141.68,211.99,2023-04-03
EVEP,2018-12-30,3.41,3.72,2023-04-03
POCL.NS,2018-12-30,5.03,5.07,2025-06-17
LVLT,2018-12-30,0.4167,0.4915,2023-04-03
ETP,2018-12-30,0.638,0.768,2023-04-03
BDSIW,2018-12-30,-0.11242,-0.11393,2023-04-03
ETHT,2018-12-30,-0.01687,-0.01281,2023-04-03
ENLK,2018-12-30,-0.64902,-0.76771,2023-04-03
WR,2018-12-30,0.08641,0.05422,2023-04-03
WMLP,2018-12-30,-0.01186,-0.00867,2023-04-03
131390.KS,2018-12-30,193.71,226.01,2023-04-03
WLFCP,2018-12-30,3.0,2.69,2023-04-03
VSAR,2018-12-30,-7.10556,-4.39939,2023-04-03
VLP,2018-12-30,0.919,0.889,2023-04-03
NYRT,2018-12-30,-4.09222,-3.50477,2023-04-03
VDYS,2018-12-30,-0.50525,-0.53982,2023-04-03
UTGI,2018-12-30,3809.67,3865.25,2023-04-03
OPLF,2018-12-30,-0.00204,-0.00139,2023-04-03
UQM,2018-12-30,-120.02786,-135.34831,2023-04-03
UNCN,2018-12-30,-0.08831,-0.06257,2023-04-03
UB,2018-12-30,1.87,2.68,2023-04-03
PHPG,2018-12-30,0.00873,0.00922,2023-04-03
217600.KS,2018-12-30,8.95,8.87,2023-04-03
DCMSHRIRAM.BO,2018-12-30,14.42,14.76,2025-08-26
EMZ,2018-12-30,-1.22699,-1.09423,2023-04-03
PLAS.JK,2018-12-30,-32.78306,-38.65364,2023-04-03
TLX,2018-12-30,-0.24818,-0.18273,2023-04-03
TENE5.SA,2018-12-30,2.58,3.42,2023-04-03
IBCPO,2018-12-30,0.4461,0.2729,2023-04-03
BLBD.L,2018-12-30,0.595,0.504,2023-04-03
JAYBARMARU.NS,2018-12-30,1.04,1.63,2025-06-17
DB1.DE,2018-12-30,0.758,1.55,2025-06-17
TASR,2018-12-30,0.03596,0.04303,2023-04-03
TAPA,2018-12-30,0.3509,0.1939,2023-04-03
SPAQU,2018-12-30,0.1662,0.2401,2023-04-03
AFA,2018-12-30,5.85,4.29,2023-04-03
BIRLACABLE.BO,2018-12-30,5.06,4.68,2025-08-26
SOHOL,2018-12-30,-264.03733,-362.1444,2023-04-03
AFSD,2018-12-30,0.678,0.528,2023-04-03
ANCX,2018-12-30,0.4146,0.2315,2023-04-03
SIVBO,2018-12-30,8.99,10.14,2023-04-03
SFN,2018-12-30,1.4,2.08,2023-04-03
SCRA,2018-12-30,-156.27569,-84.29068,2023-04-03
APLP,2018-12-30,0.3411,0.2037,2023-04-03
BPR,2018-12-30,1.21,0.962,2023-04-03
SCCI,2018-12-30,0.08586,0.06252,2023-04-03
SBSA,2018-12-30,3.12,3.76,2023-04-03
EMQ,2018-12-30,-1.22699,-0.87992,2023-04-03
BNI,2018-12-30,4.02,5.26,2023-04-03
SBER.L,2018-12-30,32.99,33.75,2023-04-03
EIMCOELECO.BO,2018-12-30,12.65,12.59,2025-08-26
WUW.DE,2018-12-30,0.4469,0.64,2025-06-17
RSO,2018-12-30,-0.33457,-0.2431,2023-04-03
MNI,2018-12-29,-3.51972,-4.67593,2023-04-03
INSA,2018-12-29,-49.5935,-74.02909,2023-04-03
CEC,2018-12-29,-0.83275,-0.51165,2023-04-03
TSNU,2018-12-28,1.51,2.24,2023-04-03
IPA,2018-12-28,-0.1,-0.1,2025-09-09
2685.T,2018-12-28,77.27,36.14,2025-06-17
BGF,2018-12-28,1.69,1.69,2023-04-03
BLIN,2018-12-28,-12.0,-1.0,2025-12-19
HYFT,2018-12-28,-0.1,-0.1,2025-12-04
JOB,2018-12-27,-0.09,-0.16,2025-11-10
6465.T,2018-12-27,118.01,105.79,2025-06-17
3086.T,2018-12-27,23.57,29.04,2025-06-17
9843.T,2018-12-27,125.35,157.42,2025-06-17
HSHIF,2018-12-26,1.07,0.957,2025-06-17
7649.T,2018-12-26,57.37,60.02,2025-09-10
JFROF,2018-12-26,23.57,29.04,2025-10-06
NCLTF,2018-12-26,1.13,1.42,2025-06-17
7965.T,2018-12-25,10.18,9.68,2025-06-17
8227.T,2018-12-25,115.29,244.87,2025-09-12
SGIPF,2018-12-25,57.37,60.02,2025-10-06
SHAOF,2018-12-24,115.29,244.87,2025-09-12
KMX,2018-12-21,1.09,1.0,2025-04-25
EBF,2018-12-21,0.4,0.36,2025-04-23
CCL,2018-12-20,0.7,0.69,2025-04-25
NEOG,2018-12-20,0.16,0.15,2025-04-25
CUKPF,2018-12-20,0.7,0.69,2025-04-19
ACN,2018-12-20,1.96,1.86,2025-04-25
CTAS,2018-12-20,0.44,0.43,2025-11-25
BB.TO,2018-12-20,0.05,0.02364,2025-10-06
APOG,2018-12-20,0.8,0.79,2025-10-03
WBA,2018-12-20,1.46,1.43,2025-09-03
HBBHF,2018-12-20,0.72,0.98,2025-09-10
CAMP,2018-12-20,5.75,5.52,2025-08-25
CVGW,2018-12-20,0.29,0.59,2025-04-23
NKE,2018-12-20,0.52,0.46,2025-04-25
SCHL,2018-12-20,1.99,2.16,2025-04-24
BB,2018-12-20,0.03,0.01457,2025-04-25
CUK,2018-12-20,0.7,0.7,2025-04-25
SAFM,2018-12-20,-1.63,-1.11,2023-12-04
CCL.L,2018-12-20,0.7,0.69,2025-06-17
SKIS-B.ST,2018-12-20,-1.73,-2.78,2025-06-17
CAG,2018-12-20,0.67,0.55,2025-04-25
WGO,2018-12-19,0.7,0.64,2025-04-24
GIS,2018-12-19,0.85,0.81,2025-04-25
REVG,2018-12-19,0.28,0.52,2025-04-25
PAYX,2018-12-19,0.65,0.63,2025-04-19
RAD,2018-12-19,0.2,-0.4,2024-03-13
TWST,2018-12-19,-6.59,-0.79,2025-04-25
MLHR,2018-12-19,0.75,0.72,2025-09-24
CNR,2018-12-19,0.55,0.53,2025-04-23
EPAC,2018-12-19,0.27,0.24,2025-04-25
MLKN,2018-12-19,0.75,0.72,2025-04-25
JBL,2018-12-18,0.9,0.88,2025-09-18
FDS,2018-12-18,2.35,2.29,2025-04-25
MU,2018-12-18,2.97,2.96,2025-09-05
ARTH,2018-12-18,-2.0,-2.0,2025-04-25
NAV,2018-12-18,1.89,1.71,2025-09-19
ABM,2018-12-18,0.58,0.57,2025-04-25
LOVE,2018-12-18,-0.15,-0.18,2025-09-17
3391.T,2018-12-18,118.3,130.23,2025-11-25
AIR,2018-12-18,0.59,0.57,2025-04-25
DRI,2018-12-18,0.92,0.91,2025-04-25
FDX,2018-12-18,4.03,3.94,2025-04-25
WOR,2018-12-18,0.58,0.73,2025-11-10
SCS,2018-12-18,0.36,0.3,2025-04-20
HEI-A,2018-12-17,0.49,0.49,2025-04-24
HEI,2018-12-17,0.49,0.48,2025-04-24
TSUSF,2018-12-17,118.3,130.23,2025-11-25
CSBR,2018-12-17,0.03,0.04,2025-04-25
ORCL,2018-12-17,0.8,0.78,2025-04-24
LAKE,2018-12-17,0.06,0.07,2025-04-25
4666.T,2018-12-17,31.64,33.3,2025-06-17
PKCOF,2018-12-16,31.64,33.3,2025-10-03
2678.T,2018-12-14,10.81,51.75,2025-06-17
VIRC,2018-12-14,0.19,0.36,2025-04-25
UBP-PK,2018-12-14,0.14,0.14,2023-12-04
UBA,2018-12-14,0.14,0.14,2024-03-14
KALV,2018-12-14,-0.22,-0.47,2025-09-09
ONCS,2018-12-14,-30.8,-38.13,2024-03-14
USAU,2018-12-14,-1.7,-0.7,2025-09-09
4592.T,2018-12-14,-10.18,-16.1,2025-09-10
NBVA.V,2018-12-14,-0.01,-0.01,2025-09-12
ADBE,2018-12-13,1.83,1.88,2025-04-25
EPIX,2018-12-13,-0.39,-0.43,2025-04-23
EGHSF,2018-12-13,0.2691,0.2317,2025-12-18
TCL-B.TO,2018-12-13,0.99,0.76,2025-06-17
COST,2018-12-13,1.61,1.62,2025-04-24
OGI,2018-12-13,0.12,0.01068,2025-06-17
TCL-A.TO,2018-12-13,0.99,0.76,2025-06-17
PNA1V.HE,2018-12-13,-0.05,-0.03,2025-06-17
EMLAF,2018-12-13,0.299,0.2392,2025-09-12
MEQYF,2018-12-13,3.51,0.47,2025-06-17
HEXO.TO,2018-12-13,-5.04,-0.56,2025-09-09
RVXCF,2018-12-13,-0.21,-0.07,2025-04-25
TCLAF,2018-12-13,0.99,0.75,2025-06-17
MEQ.TO,2018-12-13,3.51,0.47,2025-06-17
GTIM,2018-12-13,-0.03,-0.07,2025-04-25
RVX.TO,2018-12-13,-0.27,-0.09,2025-06-17
TUI.L,2018-12-13,1.3,1.78,2025-06-17
HEXO,2018-12-13,-0.07,-0.01,2025-06-17
CIEN,2018-12-13,0.53,0.48,2025-04-25
DLHC,2018-12-13,0.13,0.11,2025-04-25
EMP-A.TO,2018-12-13,0.4,0.32,2025-09-12
ENGH.TO,2018-12-13,0.36,0.31,2025-06-17
VERU,2018-12-13,-0.14,-0.09,2025-04-25
TCLCF,2018-12-13,0.99,0.75,2025-06-17
9142.T,2018-12-13,80.01,66.37,2025-06-17
SNBIF,2018-12-13,-10.18,-16.1,2025-09-05
APDN,2018-12-13,-4800.0,-1.4,2025-04-25
VRA,2018-12-12,0.12,0.16,2025-04-25
OPT.TO,2018-12-12,-2.56,-1.01,2025-06-17
IDEXF,2018-12-12,0.33,0.34,2025-11-25
KC.V,2018-12-12,-0.02,-0.017,2025-09-12
RKNEF,2018-12-12,-2.56,-1.01,2025-04-25
PLAB,2018-12-12,0.18,0.17,2025-04-25
NDSN,2018-12-12,1.44,1.47,2025-04-25
OXM,2018-12-12,0.14,0.17,2025-12-15
6905.T,2018-12-12,19.08,24.95,2025-09-12
TRZBF,2018-12-12,0.45,0.41,2025-06-17
KCCFF,2018-12-12,-0.02,-0.017,2025-09-12
ITX.MC,2018-12-12,0.33,0.34,2025-11-25
AVXL,2018-12-12,-0.13,-0.08,2025-04-24
TRZ.TO,2018-12-12,0.45,0.41,2025-06-17
ARWR,2018-12-11,-0.12,-0.17,2025-04-25
IDEXY,2018-12-11,0.33,0.34,2025-11-25
NNWWF,2018-12-11,0.3663,0.3887,2025-06-17
9603.T,2018-12-11,113.91,69.81,2025-06-17
AHT.L,2018-12-11,53.8,44.08,2025-06-17
NWC.TO,2018-12-11,0.49,0.52,2025-06-17
PHX,2018-12-11,0.06,0.07,2025-06-23
PLAY,2018-12-11,0.3,0.24,2025-04-25
COSXF,2018-12-11,0.1683,0.2201,2025-11-26
AXNX,2018-12-11,-2.67,-0.48,2025-04-16
AEO,2018-12-11,0.48,0.48,2025-04-24
ASHTF,2018-12-11,67.81,60.37,2025-06-17
DBI,2018-12-11,0.7,0.51,2025-04-25
ASHTY,2018-12-11,2.7,2.49,2025-06-17
EMMA,2018-12-11,-1.2,-2.24,2025-09-09
SMMT,2018-12-11,-0.65,-0.15,2025-11-10
MMMB,2018-12-11,0.01,0.01,2023-12-04
POWL,2018-12-11,0.13,0.14,2025-04-25
CASY,2018-12-10,1.8,1.61,2025-04-25
ROAD,2018-12-10,0.29,0.29,2025-04-25
INSE,2018-12-10,-0.2,-0.14,2025-09-09
STRM,2018-12-10,-0.45,-0.2625,2025-08-20
ENZB,2018-12-10,-0.13,-0.11,2025-04-24
CSR,2018-12-10,-0.5,-0.55,2025-04-25
SEAC,2018-12-10,-1.0,-1.0,2024-07-27
NX,2018-12-10,0.22,0.43,2025-04-25
6966.T,2018-12-10,4.66,3.15,2025-06-17
BRT,2018-12-10,0.21,0.2,2025-04-25
ASPU,2018-12-10,-0.13,-0.13,2025-04-25
HISJF,2018-12-10,113.91,69.81,2025-06-17
SFIX,2018-12-10,0.1,0.02818,2025-04-25
CDMO,2018-12-10,-0.06,-0.09,2025-11-25
ENZ,2018-12-10,-0.13,-0.11,2025-04-25
JOUT,2018-12-07,-0.49,-0.05,2025-04-25
SECT-B.ST,2018-12-07,1.12,1.4,2025-06-17
9678.T,2018-12-07,101.94,93.43,2025-06-17
1928.T,2018-12-07,36.41,40.66,2025-09-10
BIG,2018-12-07,-0.16,-0.00945,2025-09-05
MTN,2018-12-07,-2.43,-2.44,2025-04-25
GBT.TO,2018-12-06,0.34,0.42,2025-06-17
KR,2018-12-06,0.48,0.43,2025-09-22
KFY,2018-12-06,0.85,0.8,2025-04-25
HOV,2018-12-06,7.25,4.75,2025-04-25
WBR.TO,2018-12-06,0.03,0.03,2025-09-10
BLBD,2018-12-06,0.7,0.81,2025-04-07
THO,2018-12-06,1.28,1.52,2025-04-25
AGX,2018-12-06,2.07,0.34,2025-04-21
SAIC,2018-12-06,1.35,1.17,2025-04-24
MEI,2018-12-06,0.75,0.67,2025-04-24
HOFT,2018-12-06,0.79,0.75,2025-04-24
MIND,2018-12-06,-0.6,-0.19,2025-08-27
UNFI,2018-12-06,0.55,0.74,2025-04-25
CWB.TO,2018-12-06,0.78,0.77,2025-06-17
COO,2018-12-06,0.72,0.74,2025-04-25
HRB,2018-12-06,-0.83,-0.92,2025-08-20
SCWX,2018-12-06,0.06,-0.05,2025-04-10
FIZZ,2018-12-06,0.44,0.44,2025-04-25
CMTL,2018-12-06,0.18,-0.06,2025-11-10
FGPR,2018-12-06,-0.56,-0.45,2025-06-27
MINDP,2018-12-06,-0.47,-0.19,2025-10-17
LQDT,2018-12-06,-0.14,-0.14,2025-04-14
VNA.F,2018-12-06,0.38,0.56,2025-06-17
BIBLF,2018-12-06,0.02246,0.02246,2025-09-10
DOMO,2018-12-06,-1.06,-1.38,2025-04-25
GCO,2018-12-06,0.95,0.86,2025-04-25
LULU,2018-12-06,0.75,0.7,2025-12-05
DLTH,2018-12-06,-0.1,-0.1,2025-04-23
ULTA,2018-12-06,2.18,2.16,2025-04-25
DOL.TO,2018-12-06,0.41,0.42,2025-12-19
AVGO,2018-12-06,0.59,0.56,2025-04-25
LE,2018-12-06,0.1,0.1,2025-04-24
SKHSF,2018-12-06,0.3225,0.3601,2025-09-10
ZUMZ,2018-12-06,0.55,0.49,2025-04-12
PLCE,2018-12-06,3.07,3.07,2025-04-25
HOME,2018-12-06,0.18,0.15,2024-03-14
DLMAF,2018-12-06,0.3069,0.3144,2025-12-19
TTC,2018-12-06,0.32,0.34,2025-04-25
AVGOP,2018-12-06,5.85,5.58,2023-12-04
GIII,2018-12-06,1.88,1.81,2025-12-18
DOCU,2018-12-06,-0.31486,-0.15743,2025-04-25
SIG,2018-12-06,-1.06,-1.08,2025-04-21
CBWBF,2018-12-06,0.584,0.576,2025-10-06
VRNT,2018-12-06,0.85,0.71,2025-04-24
PDCO,2018-12-06,0.39,0.37,2025-04-23
TMBR,2018-12-06,-300.0,-300.0,2024-11-25
SWBI,2018-12-06,0.2,0.14,2025-04-25
FIVE,2018-12-05,0.24,0.19,2025-04-25
HDSN,2018-12-05,-0.01,-0.16,2025-04-25
CLDR,2018-12-05,-0.03,-0.11,2025-09-09
WLY,2018-12-05,0.89,0.89,2025-04-22
JW-A,2018-12-05,0.89,0.89,2024-03-14
BF-B,2018-12-05,0.52,0.52,2025-04-25
NTIOF,2018-12-05,1.18,1.15,2025-06-17
ET.TO,2018-12-05,0.27,0.23,2025-09-08
CLAS-B.ST,2018-12-05,0.4,1.03,2025-06-17
NA.TO,2018-12-05,1.53,1.52,2025-06-17
GEF,2018-12-05,1.08,1.18,2025-04-25
SNPS,2018-12-05,0.78,0.78,2025-04-04
ROOT.TO,2018-12-05,0.11,0.16,2025-09-09
LB.TO,2018-12-05,1.22,1.26,2025-06-17
RROTF,2018-12-05,0.11,0.16,2025-06-17
SYSR.ST,2018-12-05,2.43,2.13,2025-06-17
EVTZF,2018-12-05,0.2021,0.1722,2025-06-17
LRCDF,2018-12-05,0.913,0.943,2025-10-17
VNNVF,2018-12-05,0.38,0.56,2025-10-06
GEF-B,2018-12-05,1.08,1.19,2025-04-25
OKTA,2018-12-05,-0.04,-0.11,2025-04-23
CONN,2018-12-04,0.59,0.58,2025-04-25
DG,2018-12-04,1.31,1.26,2025-04-25
BMO.TO,2018-12-04,2.32,2.29,2025-06-17
AVYA,2018-12-04,3.73,0.96,2023-12-04
GMS,2018-12-04,0.89,0.95,2025-04-25
MDB,2018-12-04,-0.3,-0.4,2025-04-18
DCI,2018-12-04,0.56,0.57,2025-04-25
SAS-DKK.CO,2018-12-04,0.48,0.41,2025-06-17
SAS.ST,2018-12-04,0.48,0.41,2025-06-17
TOL,2018-12-04,2.08,1.83,2025-04-25
PFX,2018-12-04,0.2,0.9,2025-04-25
BMO,2018-12-04,1.78,1.75,2025-10-17
HQY,2018-12-04,0.28,0.25,2025-04-25
SECO,2018-12-04,1.4,1.4,2025-08-27
MOV,2018-12-04,1.18,1.12,2025-04-25
HPE,2018-12-04,0.45,0.43,2025-04-25
ZAG.VI,2018-12-04,0.21,0.17,2025-11-26
EMKR,2018-12-04,-1.2,-0.4,2025-04-24
AZO,2018-12-04,13.04,12.21,2025-04-22
OLLI,2018-12-04,0.32,0.31,2025-04-25
CBKCQ,2018-12-04,-0.15,-0.02,2024-11-25
ZS,2018-12-04,0.01,-0.05,2025-04-25
BNED,2018-12-04,126.0,1.21,2025-10-07
GWRE,2018-12-04,0.36,0.2,2025-04-19
9627.T,2018-12-04,50.46,59.34,2025-06-17
MRVL,2018-12-04,0.33,0.32,2025-04-25
KEQU,2018-12-04,0.51,0.61,2025-04-24
ESTC,2018-12-04,-0.38,-0.47,2025-04-25
SMAR,2018-12-03,-0.09,-0.16,2025-04-25
MESA,2018-12-03,0.65,0.49,2025-11-27
3532.TW,2018-12-03,3.47,3.57,2025-06-17
RH,2018-12-03,1.73,1.27,2025-04-24
LOGC,2018-12-03,-4.03,-1.45,2025-08-12
COUP,2018-12-03,0.08,0.01576,2025-06-16
7956.T,2018-12-03,34.52,36.73,2025-06-17
2910.T,2018-12-03,15.95,14.7,2025-06-17
RMR,2018-12-03,0.56,0.56,2025-09-09
3511.TWO,2018-12-02,0.7,0.53,2025-06-17
PIGEF,2018-12-02,34.52,36.73,2025-06-17
SFUNY,2018-11-30,1.5,2.12,2024-03-14
4369.T,2018-11-30,92.43,55.7,2025-06-17
TEN,2018-11-30,-1.4,-0.95,2025-04-24
DOO.TO,2018-11-30,1.04,0.98,2025-06-17
MPCC.OL,2018-11-30,0.04354,0.05,2025-06-17
TATNP.ME,2018-11-30,30.33,24.28,2025-06-17
GEBHF,2018-11-30,0.42,0.16,2025-06-17
AGB2.DE,2018-11-30,-0.0595,0.01,2025-06-17
BPIRF,2018-11-30,0.22,0.08,2025-10-06
DXLG,2018-11-30,-0.02,-0.08,2025-04-25
CANF,2018-11-30,-0.00431,-6.0,2025-04-25
SFUN,2018-11-30,1.5,3.0,2024-03-14
TNP,2018-11-30,-1.4,-0.95,2024-11-02
DOOO,2018-11-30,0.8,0.75,2024-11-18
TATN.ME,2018-11-30,30.64,24.28,2025-06-17
TNP-PF,2018-11-30,-1.4,-1.07,2024-11-22
OGZD.L,2018-11-30,0.53,0.43,2025-06-17
TPEIR.AT,2018-11-30,0.22,0.08,2025-06-17
KIRK,2018-11-29,-0.13,-0.16,2025-04-25
VVCIF,2018-11-29,-0.04,-0.03,2024-03-14
PANW,2018-11-29,0.2,0.18,2025-04-12
CURA.CN,2018-11-29,-0.03,-0.02939,2025-06-17
ALPHA.AT,2018-11-29,0.03,0.02,2025-06-17
YETI,2018-11-29,0.24,0.22,2025-04-25
TCS.TO,2018-11-29,0.05,0.12,2025-09-12
HIVE.V,2018-11-29,-0.2,-0.05,2025-09-10
AMSWA,2018-11-29,0.07,0.06,2025-04-25
PTM.TO,2018-11-29,0.03,0.1,2025-06-17
PVH,2018-11-29,3.21,3.14,2025-04-24
OCSI,2018-11-29,0.19,0.17,2025-09-18
WDAY,2018-11-29,0.31,0.15,2025-11-28
CM,2018-11-29,1.13,1.14,2024-11-02
PAGS,2018-11-29,0.24,0.2,2025-10-06
IAM.SN,2018-11-29,9.9,13.62,2025-06-17
AIABF,2018-11-29,0.2,0.1,2025-06-17
SHIP,2018-11-29,95.95,24.0,2025-04-25
CULP,2018-11-29,0.19,0.21,2025-04-25
2886.TW,2018-11-29,0.55,0.56,2025-06-17
AOT.BK,2018-11-29,0.37,0.36,2025-06-17
AMBA,2018-11-29,0.21,0.09,2025-04-25
ZUO,2018-11-29,-0.1,-0.13,2025-04-24
ETE.AT,2018-11-29,0.02,,2025-06-17
AMWD,2018-11-29,1.6,1.89,2025-04-24
MPZZF,2018-11-29,0.00535,0.05,2025-09-09
2887.TW,2018-11-29,0.2479,0.29,2025-06-17
UTI,2018-11-29,-0.49,-0.49,2025-04-24
DLTR,2018-11-29,1.18,1.14,2025-09-05
2885.TW,2018-11-29,0.45,0.46,2025-06-17
DAVA,2018-11-29,0.22,0.14,2024-11-18
ASYS,2018-11-29,-0.23,-0.23,2025-04-25
CURLF,2018-11-29,-0.02,-0.02,2025-04-25
STR.VI,2018-11-29,1.74,1.8,2025-06-17
2880.TW,2018-11-29,0.34,0.31,2025-06-17
ALBKF,2018-11-29,0.03,0.02,2025-10-06
GME,2018-11-29,0.17,0.14,2025-04-25
TCYSF,2018-11-29,0.05,0.12,2025-09-12
OCSL,2018-11-29,0.36,0.33,2025-04-25
EKTA-B.ST,2018-11-29,0.75,0.91,2025-06-17
SHIPW,2018-11-29,4.8,2.4,2024-03-14
PHASQ,2018-11-29,-6.93,-0.48,2024-10-11
EXPR,2018-11-29,2.2,2.2,2025-04-25
TITN,2018-11-29,0.49,0.36,2025-04-24
EKTAF,2018-11-29,0.75,0.96,2025-10-06
INVEST.HE,2018-11-29,0.02,0.13,2025-06-17
NBGIF,2018-11-29,0.02332,,2025-06-17
TBHC,2018-11-29,-0.13,-0.16,2025-04-25
VMW,2018-11-29,1.56,1.5,2024-03-14
MNIA,2018-11-29,0.00217,0.00122,2023-04-03
AVAV,2018-11-29,0.29,0.16,2025-04-25
AGUAS-A.SN,2018-11-29,3.33,4.45,2025-09-09
TD.TO,2018-11-29,1.63,1.62,2025-06-17
YEXT,2018-11-29,-0.12,-0.12,2025-04-25
PHAS,2018-11-29,-10.45,-0.48,2023-12-04
TD,2018-11-29,1.25,1.23,2025-10-17
0ENN.L,2018-11-29,0.03,-1.5,2025-06-17
BBW,2018-11-29,-0.42,-0.12,2025-04-25
ANF,2018-11-29,0.33,0.2,2025-04-25
SIBN,2018-11-29,-0.3,-0.27,2025-04-25
CM.TO,2018-11-29,1.5,1.52,2025-06-17
2890.TW,2018-11-29,0.28,0.26,2025-06-17
SPLK,2018-11-29,0.38,0.31,2025-04-25
VIVO.TO,2018-11-29,-0.04,-0.03,2025-09-09
HPQ,2018-11-29,0.54,0.54,2025-04-25
HBM.DE,2018-11-29,0.03,-1.5,2025-06-17
HMLP,2018-11-29,0.51,0.44,2023-12-04
B2H.OL,2018-11-28,0.38,0.47,2025-06-17
VEEV,2018-11-28,0.45,0.38,2025-05-31
GGAL.BA,2018-11-28,2.95,2.45,2025-06-17
SJM,2018-11-28,2.17,2.33,2025-04-25
RY-PT,2018-11-28,2.24,2.12,2025-06-17
DKS,2018-11-28,0.39,0.26,2025-06-01
SMTC,2018-11-28,0.63,0.61,2025-04-24
BOX,2018-11-28,-0.06,-0.07,2025-04-25
GGAL,2018-11-28,0.93,0.72,2025-10-06
WB,2018-11-28,0.75,0.7,2025-04-24
IIIV,2018-11-28,0.19,0.18,2025-09-09
HNNA,2018-11-28,0.46,0.49,2025-04-25
