symbol,date,epsActual,epsEstimated,lastUpdated
IMPV,2017-12-30,0.1054,0.1599,2023-04-03
INSA,2017-12-30,-136.07666,-146.5659,2023-04-03
INTX,2017-12-30,0.04313,0.03844,2023-04-03
IPXL,2017-12-30,-4.17581,-6.15768,2023-04-03
ISRL,2017-12-30,-13.23902,-13.22109,2023-04-03
IVTY,2017-12-30,-0.43179,-0.2211,2023-04-03
JMBA,2017-12-30,-0.05389,-0.03515,2023-04-03
JNP,2017-12-30,0.1062,0.1174,2023-04-03
JTPY,2017-12-30,-0.06616,-0.0381,2023-04-03
JUNO,2017-12-30,-1.2882,-0.66333,2023-04-03
KERX,2017-12-30,-0.25529,-0.28553,2023-04-03
KLDX,2017-12-30,-0.04,-0.04162,2023-04-03
KND,2017-12-30,-2.13533,-1.66049,2023-04-03
KS,2017-12-30,1.9,1.44,2023-04-03
KTWO,2017-12-30,-0.20311,-0.12846,2023-04-03
LFINP,2017-12-30,0.677,0.745,2023-04-03
LGF,2017-12-30,0.878,0.644,2023-04-03
LHO,2017-12-30,0.1412,0.1466,2023-04-03
LKOD.L,2017-12-30,169.82,138.22,2023-04-03
LPNT,2017-12-30,-0.69975,-0.53675,2023-04-03
LQ,2017-12-30,2.07,2.75,2023-04-03
LVLT,2017-12-30,0.902,0.4549,2023-04-03
MATR,2017-12-30,-0.04905,-0.06908,2023-04-03
MBFIP,2017-12-30,3.94,3.39,2023-04-03
MEMP,2017-12-30,0.3891,0.4398,2023-04-03
MITL,2017-12-30,-0.0137,-0.00912,2023-04-03
MITTPRB,2017-12-30,0.87,0.532,2023-04-03
MNI,2017-12-30,7.94,11.1,2023-04-03
MSFG,2017-12-30,0.638,0.74,2023-04-03
MTGE,2017-12-30,0.656,0.652,2023-04-03
MTIG3.SA,2017-12-30,-8.66398,-9.65951,2023-04-03
MWO,2017-12-30,0.3531,0.2039,2023-04-03
MWR,2017-12-30,0.3531,0.4627,2023-04-03
MYMXE,2017-12-30,-0.00356,-0.00494,2023-04-03
WEB,2017-12-30,0.607,0.35,2023-04-03
NFX,2017-12-30,0.4726,0.511,2023-04-03
NNPP,2017-12-30,-0.10977,-0.11209,2023-04-03
NSM,2017-12-30,0.4141,0.3934,2023-04-03
NVL,2017-12-30,0.00012,0.00013,2023-04-03
NVTK.L,2017-12-30,147.2,123.46,2023-04-03
NYRT,2017-12-30,-0.2267,-0.16399,2023-04-03
OCIP,2017-12-30,0.1458,0.09279,2023-04-03
OPLF,2017-12-30,-0.00202,-0.00276,2023-04-03
ORIG,2017-12-30,0.87,0.988,2023-04-03
PBSK,2017-12-30,-1.10127,-1.52837,2023-04-03
PF,2017-12-30,3.71,5.19,2023-04-03
PHH,2017-12-30,-1.50164,-1.47388,2023-04-03
PHPG,2017-12-30,-0.00862,-0.0123,2023-04-03
PLAS.JK,2017-12-30,-2.36171,-1.68608,2023-04-03
PNK,2017-12-30,0.3609,0.2688,2023-04-03
PRSS,2017-12-30,-0.00533,-0.00781,2023-04-03
QCP,2017-12-30,-0.64907,-0.94301,2023-04-03
RCCC,2017-12-30,-0.00232,-0.00338,2023-04-03
REIS,2017-12-30,-0.39458,-0.42821,2023-04-03
REXX,2017-12-30,-1.08948,-1.3255,2023-04-03
RLJE,2017-12-30,0.2638,0.3792,2023-04-03
RLOG,2017-12-30,-0.78219,-0.48892,2023-04-03
RMGN,2017-12-30,-0.0726,-0.09474,2023-04-03
RMP,2017-12-30,0.2457,0.2402,2023-04-03
RSO,2017-12-30,-0.07446,-0.06426,2023-04-03
RSPP,2017-12-30,0.889,0.903,2023-04-03
RSYS,2017-12-30,-0.49882,-0.31356,2023-04-03
SBER.L,2017-12-30,32.45,46.86,2023-04-03
SBSA,2017-12-30,4.81,6.83,2023-04-03
SCCI,2017-12-30,0.3922,0.2091,2023-04-03
SCRA,2017-12-30,-0.09952,-0.06244,2023-04-03
SEND,2017-12-30,-0.08933,-0.06158,2023-04-03
SEP,2017-12-30,-1.58771,-0.84008,2023-04-03
SFN,2017-12-30,-0.02453,-0.03507,2023-04-03
SHPG,2017-12-30,10.22,8.92,2023-04-03
SIR,2017-12-30,0.02321,0.02383,2023-04-03
SIVBO,2017-12-30,2.02,2.34,2023-04-03
SNMX,2017-12-30,0.1495,0.1407,2023-04-03
SOHOL,2017-12-30,-221.00223,-260.11656,2023-04-03
STBZ,2017-12-30,0.1412,0.1511,2023-04-03
STDY,2017-12-30,-0.22275,-0.1597,2023-04-03
SYNT,2017-12-30,0.509,0.2756,2023-04-03
TAPA,2017-12-30,2.82,3.22,2023-04-03
TASR,2017-12-30,-0.03842,-0.03754,2023-04-03
TENE5.SA,2017-12-30,-3.03664,-4.36517,2023-04-03
TEP,2017-12-30,1.21,0.933,2023-04-03
TLX,2017-12-30,-1.59043,-1.52583,2023-04-03
TNH,2017-12-30,2.67,1.42,2023-04-03
TWX,2017-12-30,1.75,1.73,2023-04-03
UB,2017-12-30,2.34,2.53,2023-04-03
UNCN,2017-12-30,-0.52307,-0.81242,2023-04-03
UQM,2017-12-30,-95.49222,-123.05352,2023-04-03
UTGI,2017-12-30,2.15,1.79,2023-04-03
VDYS,2017-12-30,-3.98109,-4.81718,2023-04-03
VLP,2017-12-30,0.933,0.749,2023-04-03
VSAR,2017-12-30,0.884,0.934,2023-04-03
VVC,2017-12-30,0.737,0.647,2023-04-03
WMLP,2017-12-30,-0.01512,-0.00744,2023-04-03
WPZ,2017-12-30,-0.35084,-0.23168,2023-04-03
WR,2017-12-30,0.2377,0.2981,2023-04-03
XOXO,2017-12-30,0.01739,0.02435,2023-04-03
XRM,2017-12-30,-0.58346,-0.74848,2023-04-03
ZAIS,2017-12-30,-0.00153,-0.0009,2023-04-03
131390.KS,2017-12-30,179.97,99.18,2023-04-03
217600.KS,2017-12-30,-14.11423,-20.0004,2023-04-03
ABAX,2017-12-30,0.1834,0.265,2023-04-03
ABCD,2017-12-30,0.629,0.85,2023-04-03
ACFC,2017-12-30,-0.03992,-0.04777,2023-04-03
AET,2017-12-30,0.747,0.631,2023-04-03
AFA,2017-12-30,1.85,1.76,2023-04-03
AFSD,2017-12-30,6.47,4.02,2023-04-03
AFSI,2017-12-30,-1.27986,-1.70806,2023-04-03
AHGP,2017-12-30,0.823,0.588,2023-04-03
ANCX,2017-12-30,0.1478,0.1424,2023-04-03
APLP,2017-12-30,0.0376,0.04718,2023-04-03
APTI,2017-12-30,-0.16693,-0.17527,2023-04-03
ARGS,2017-12-30,-627.31734,-820.38169,2023-04-03
ARII,2017-12-30,5.86,7.54,2023-04-03
AVXS,2017-12-30,-2.54964,-1.24886,2023-04-03
BBG,2017-12-30,-1.01252,-1.45996,2023-04-03
BBOX,2017-12-30,-1.84555,-1.53574,2023-04-03
BDMS,2017-12-30,-0.51546,-0.53086,2023-04-03
BDSIW,2017-12-30,-0.2874,-0.41537,2023-04-03
BNI,2017-12-30,24.78,30.71,2023-04-03
BOJA,2017-12-30,1.27,1.86,2023-04-03
BPR,2017-12-30,0.2109,0.3148,2023-04-03
BQAD.L,2017-12-30,397.25,558.66,2023-04-03
BSF,2017-12-30,0.1212,0.1534,2023-04-03
BSLU,2017-12-30,0.00515,0.00358,2023-04-03
CALD,2017-12-30,-0.03354,-0.04273,2023-04-03
CALL,2017-12-30,-0.17067,-0.23024,2023-04-03
CAVM,2017-12-30,-0.01521,-0.01065,2023-04-03
CBCO,2017-12-30,-0.39192,-0.5021,2023-04-03
CBI,2017-12-30,-10.52159,-7.18226,2023-04-03
CBTE,2017-12-30,-2.46635,-3.01185,2023-04-03
CEC,2017-12-30,3.09,2.12,2023-04-03
COBZ,2017-12-30,0.08643,0.08837,2023-04-03
COL,2017-12-30,1.69,1.7,2023-04-03
CORI,2017-12-30,-0.36847,-0.49759,2023-04-03
COTV,2017-12-30,0.744,0.4473,2023-04-03
CPLA,2017-12-30,-0.62521,-0.45623,2023-04-03
CPN,2017-12-30,-0.82151,-1.09451,2023-04-03
CQH,2017-12-30,0.4531,0.626,2023-04-03
EMMA,2017-12-29,-5.64,-0.66,2025-09-09
LNCE,2017-12-29,1.93,2.52,2023-04-03
OTLK,2017-12-29,-2.48,-4.96,2025-04-25
COTQF,2017-12-29,-0.09,-0.1,2024-03-14
EFL.TO,2017-12-29,-0.07,-0.06,2025-06-17
TSNU,2017-12-29,4.4,4.92,2023-04-03
BGF,2017-12-29,1.95,2.24,2023-04-03
JOB,2017-12-28,-0.15,-0.16,2025-11-10
AFAM,2017-12-28,0.63,0.882,2023-04-03
CLMT,2017-12-28,-0.3,0.19,2025-04-24
2685.T,2017-12-28,33.1,98.36,2025-06-17
APDN,2017-12-28,-4000.0,-4400.0,2025-04-25
CSNA3.SA,2017-12-26,0.17,0.13,2025-06-17
3086.T,2017-12-26,28.29,16.75,2025-06-17
SID,2017-12-26,-0.01257,-0.46,2025-10-06
JFROF,2017-12-25,28.29,16.75,2025-10-06
7965.T,2017-12-25,16.89,20.76,2025-06-17
8227.T,2017-12-25,209.76,266.64,2025-09-12
ZOES,2017-12-24,-0.14669,-0.08439,2023-04-03
SHAOF,2017-12-24,209.76,266.64,2025-09-12
9843.T,2017-12-22,144.93,163.15,2025-06-17
EBF,2017-12-22,0.33,0.27,2025-04-23
IVITF,2017-12-22,-0.03,-0.02,2025-06-17
ICON,2017-12-22,2.4,1.75,2025-08-27
KMX,2017-12-21,0.81,0.81,2025-04-25
CTAS,2017-12-21,0.33,0.31,2025-11-25
PAYX,2017-12-21,0.59,0.59,2025-04-19
HOV,2017-12-21,2.0,0.24,2025-04-25
NKE,2017-12-21,0.46,0.4,2025-04-25
IFRX,2017-12-21,-0.14,-0.2,2025-06-17
ACN,2017-12-21,1.79,1.67,2025-04-25
LNN,2017-12-21,0.3,0.36,2025-04-24
PAAL-B.CO,2017-12-21,4.63,4.5,2025-06-17
CAG,2017-12-21,0.55,0.52,2025-04-25
CAMP,2017-12-21,7.13,6.9,2025-08-25
APOG,2017-12-21,0.82,0.92,2025-10-03
NCLTF,2017-12-21,1.28,1.44,2025-06-17
AIR,2017-12-21,0.35,0.37,2025-04-25
SGH,2017-12-21,0.53,0.46,2025-04-24
HEXO.TO,2017-12-20,-2.24,-1.12,2025-09-09
EPAC,2017-12-20,0.19,0.17,2025-04-25
BBBY,2017-12-20,0.44,0.37,2025-09-23
GIS,2017-12-20,0.82,0.82,2025-04-25
APLS,2017-12-20,-1.37,-0.87,2025-04-24
SKIS-B.ST,2017-12-20,-2.19,-2.57,2025-06-17
ADXS,2017-12-20,-683.66,-659.67,2025-10-03
ADXSD,2017-12-20,-8.55,-8.25,2023-12-04
HEXO,2017-12-20,-0.04,-0.02,2025-06-17
MLHR,2017-12-20,0.57,0.57,2025-09-24
WGO,2017-12-20,0.57,0.52,2025-04-24
SFIX,2017-12-20,0.04,0.03,2025-04-25
MLKN,2017-12-20,0.57,0.57,2025-04-25
BB,2017-12-20,0.03,0.00286,2025-04-25
CCL,2017-12-19,0.63,0.51,2025-04-25
3391.T,2017-12-19,125.87,135.59,2025-11-25
BLIN,2017-12-19,-1.0,-3.5,2025-12-19
FDX,2017-12-19,3.18,2.88,2025-04-25
FDS,2017-12-19,2.04,1.98,2025-04-25
MU,2017-12-19,2.45,2.21,2025-09-05
SCS,2017-12-19,0.22,0.22,2025-04-20
EXE.PA,2017-12-19,5.66,6.34,2025-06-17
CCL.L,2017-12-19,0.63,0.5,2025-06-17
NAV,2017-12-19,1.36,0.64,2025-09-19
REVG,2017-12-19,0.44,0.46,2025-04-25
CVGW,2017-12-19,0.59,0.5,2025-04-23
DRI,2017-12-19,0.73,0.7,2025-04-25
WOR,2017-12-19,0.65,0.67,2025-11-10
TSUSF,2017-12-18,125.87,135.59,2025-11-25
HEI,2017-12-18,0.4,0.37,2025-04-24
CUKPF,2017-12-18,0.63,0.5,2025-04-19
2678.T,2017-12-15,55.77,8.76,2025-06-17
UBA,2017-12-15,0.01,0.3,2024-03-14
LAKE,2017-12-15,0.23,0.19,2025-04-25
NBSE,2017-12-15,-1.6,-1.6,2025-02-27
KALV,2017-12-14,-0.5,-0.45,2025-09-09
COST,2017-12-14,1.36,1.34,2025-04-24
TCL-A.TO,2017-12-14,0.88,0.91,2025-06-17
TCLAF,2017-12-14,0.88,0.91,2025-06-17
TCLCF,2017-12-14,0.88,0.91,2025-06-17
ORCL,2017-12-14,0.7,0.68,2025-04-24
ENGH.TO,2017-12-14,0.35,0.25,2025-06-17
SPRO,2017-12-14,-36.02,-2.43,2025-08-27
PNA1V.HE,2017-12-14,0.07,0.07,2025-06-17
EVTZF,2017-12-14,0.1792,0.1869,2025-06-17
SCHL,2017-12-14,1.92,1.75,2025-04-24
ALNA,2017-12-14,-3.49,-0.5,2023-12-04
SAFM,2017-12-14,3.2,3.5,2023-12-04
ALNAQ,2017-12-14,-3.49,-0.5,2023-12-04
VIRC,2017-12-14,0.16,0.3,2025-04-25
PURE,2017-12-14,-0.04,-0.02,2025-04-24
ADBE,2017-12-14,1.26,1.16,2025-04-25
3861.T,2017-12-14,11.04,6.5,2025-06-17
4666.T,2017-12-14,30.05,30.51,2025-06-17
CBTX,2017-12-14,0.45,0.43,2023-12-04
TCL-B.TO,2017-12-14,0.88,0.91,2025-06-17
JBL,2017-12-14,0.8,0.78,2025-09-18
ET.TO,2017-12-14,0.23,0.24,2025-09-08
BRT,2017-12-14,0.22,0.17,2025-04-25
EGHSF,2017-12-14,0.2726,0.1947,2025-12-18
TUI.L,2017-12-13,0.83,1.38,2025-06-17
MEQ.TO,2017-12-13,11.33,0.56,2025-06-17
TRZBF,2017-12-13,1.24,1.11,2025-06-17
BAND,2017-12-13,0.15,0.08,2025-04-25
ABM,2017-12-13,0.37,0.46,2025-04-25
EMLAF,2017-12-13,0.2103,0.1947,2025-09-12
IDEXF,2017-12-13,0.31,0.31,2025-11-25
ASPU,2017-12-13,-0.04,-0.02333,2025-04-25
6905.T,2017-12-13,26.45,23.05,2025-09-12
EMP-A.TO,2017-12-13,0.27,0.25,2025-09-12
MEQYF,2017-12-13,11.33,0.56,2025-06-17
ITX.MC,2017-12-13,0.31,0.31,2025-11-25
TUI1.DE,2017-12-13,0.83,1.1,2025-06-17
PKCOF,2017-12-13,30.05,30.51,2025-10-03
TNTRQ,2017-12-13,-0.79,-0.79,2023-12-04
AIAGF,2017-12-13,1.67,1.49,2025-06-17
OJIPF,2017-12-13,11.04,6.5,2025-06-17
NDSN,2017-12-13,1.38,1.33,2025-04-25
TRZ.TO,2017-12-13,1.24,1.11,2025-06-17
NNWWF,2017-12-12,0.3661,0.3505,2025-06-17
ATUSF,2017-12-12,0.14,0.13,2025-06-17
SAS.ST,2017-12-12,2.69,2.61,2025-06-17
COSXF,2017-12-12,0.2347,0.2045,2025-11-26
ALS.TO,2017-12-12,0.14,0.13,2025-06-17
MDB,2017-12-12,-0.44,-0.5,2025-04-18
STRM,2017-12-12,0.00227,-0.06,2025-08-20
AHT.L,2017-12-12,38.6,35.46,2025-06-17
ARWR,2017-12-12,-0.14,-0.12,2025-04-25
NWC.TO,2017-12-12,0.47,0.45,2025-06-17
ASHTF,2017-12-12,51.66,50.52,2025-06-17
RMR,2017-12-12,0.31,0.32,2025-09-09
SAS-DKK.CO,2017-12-12,2.69,2.61,2025-06-17
UEC,2017-12-11,-0.03,-0.02,2025-04-12
CASY,2017-12-11,1.28,1.4,2025-04-25
NX,2017-12-11,0.37,0.29,2025-04-25
CDMO,2017-12-11,-0.28,-0.12,2025-11-25
CSR,2017-12-11,-0.4,-1.1,2025-04-25
AVXL,2017-12-11,-0.12,-0.1,2025-04-24
SECT-B.ST,2017-12-08,1.29,0.91,2025-06-17
JOUT,2017-12-08,0.06,0.02,2025-04-25
BIBLF,2017-12-08,0.00781,0.01405,2025-09-10
9678.T,2017-12-08,81.9,83.92,2025-06-17
1928.T,2017-12-08,36.02,49.39,2025-09-10
9603.T,2017-12-08,75.51,99.94,2025-06-17
WBR.TO,2017-12-08,0.01,0.018,2025-09-10
6966.T,2017-12-08,13.01,15.8,2025-06-17
DG,2017-12-07,0.98,0.94,2025-04-25
ENZ,2017-12-07,-0.01,-0.02,2025-04-25
DELL,2017-12-07,1.44,1.34,2025-04-24
SAIC,2017-12-07,0.98,0.87,2025-04-24
CETXP,2017-12-07,0.4,0.24,2025-04-25
UNFI,2017-12-07,0.6,0.6,2025-04-25
CIEN,2017-12-07,0.46,0.5,2025-04-25
CONN,2017-12-07,0.18,0.04,2025-04-25
ONCS,2017-12-07,-57.2,-46.2,2024-03-14
COO,2017-12-07,0.66,0.66,2025-04-25
GTIM,2017-12-07,-0.05,-0.07,2025-04-25
POM.TO,2017-12-07,-0.13,-0.13,2025-09-09
FGPR,2017-12-07,-0.49,-0.3,2025-06-27
ENZB,2017-12-07,-0.01,-0.02,2025-04-24
DTEA,2017-12-07,-0.14,-0.15,2025-09-09
TTC,2017-12-07,0.31,0.28,2025-04-25
CBWBF,2017-12-07,0.53,0.53,2025-10-06
CETX,2017-12-07,14.0,8.4,2025-04-25
TMBR,2017-12-07,-750.0,-750.0,2024-11-25
PFX,2017-12-07,3.2,3.2,2025-04-25
CWB.TO,2017-12-07,0.68,0.68,2025-06-17
ACMR,2017-12-07,-0.04,-0.06,2025-04-24
EYE,2017-12-07,0.1,0.06,2025-04-21
HOFT,2017-12-07,0.61,0.65,2025-04-24
CLDR,2017-12-07,-0.17,-0.24,2025-09-09
SKHSF,2017-12-07,0.3187,0.4369,2025-09-10
MEI,2017-12-07,0.64,0.64,2025-04-24
MTN,2017-12-07,-2.0,-1.83,2025-04-25
SYSR.ST,2017-12-07,1.95,2.41,2025-06-17
FIZZ,2017-12-07,0.36,0.34,2025-04-25
GMS,2017-12-07,0.51,0.54,2025-04-25
SWBI,2017-12-07,0.11,0.07,2025-04-25
CNR,2017-12-06,0.32,0.28,2025-04-23
LULU,2017-12-06,0.56,0.52,2025-12-05
CMTL,2017-12-06,-0.07,-0.29,2025-11-10
BPMP,2017-12-06,0.1103,0.27,2025-03-11
OKTA,2017-12-06,-0.19,-0.24,2025-04-23
DOL.TO,2017-12-06,0.38,0.37,2025-12-19
AEO,2017-12-06,0.42,0.38,2025-04-24
AVGO,2017-12-06,0.46,0.45,2025-04-25
KFY,2017-12-06,0.67,0.64,2025-04-25
AGX,2017-12-06,1.09,0.99,2025-04-21
HRB,2017-12-06,-0.71,-0.73,2025-08-20
WLY,2017-12-06,1.03,0.82,2025-04-22
DLHC,2017-12-06,0.08,0.09,2025-04-25
SCWX,2017-12-06,-0.06,-0.09,2025-04-10
SEAC,2017-12-06,1.8,0.2,2024-07-27
MIND,2017-12-06,-4.6,-0.33,2025-08-27
KEYS,2017-12-06,0.71,0.65,2025-04-25
SMMT,2017-12-06,-0.2,-0.73,2025-11-10
BF-B,2017-12-06,0.5,0.43,2025-04-25
AVGOP,2017-12-06,4.59,4.52,2023-12-04
MINDP,2017-12-06,-0.46,-0.33,2025-10-17
OLLI,2017-12-06,0.22,0.21,2025-04-25
JW-A,2017-12-06,1.03,0.82,2024-03-14
GEF-B,2017-12-06,0.98,0.89,2025-04-25
VRNT,2017-12-06,0.66,0.57,2025-04-24
RKNEF,2017-12-06,-3.5,-2.12,2025-04-25
OPT.TO,2017-12-06,-3.5,-2.12,2025-06-17
GEF,2017-12-06,0.98,0.89,2025-04-25
BLBD,2017-12-06,0.51,0.52,2025-04-07
VRA,2017-12-06,0.23,0.14,2025-04-25
DLMAF,2017-12-06,0.2964,0.2886,2025-12-19
CLAS-B.ST,2017-12-06,1.51,1.74,2025-06-17
TOL,2017-12-05,1.17,1.19,2025-04-25
EMKR,2017-12-05,1.2,1.4,2025-04-24
9627.T,2017-12-05,68.03,66.13,2025-06-17
RROTF,2017-12-05,0.23,0.16,2025-06-17
AVAV,2017-12-05,0.29,-0.06,2025-04-25
JILL,2017-12-05,0.65,0.46,2025-04-25
GIII,2017-12-05,1.67,1.54,2025-12-18
LRCDF,2017-12-05,1.16,1.21,2025-10-17
VEEV,2017-12-05,0.25,0.22,2025-05-31
OXM,2017-12-05,0.17,0.11,2025-12-15
BMO,2017-12-05,1.55,1.58,2025-10-17
HQY,2017-12-05,0.17,0.13,2025-04-25
BNED,2017-12-05,103.0,100.0,2025-10-07
AZO,2017-12-05,10.0,9.81,2025-04-22
POWL,2017-12-05,-0.42,-0.19,2025-04-25
VNET,2017-12-05,-0.12,-2.06,2025-10-06
BMO.TO,2017-12-05,2.11,1.99,2025-06-17
LE,2017-12-05,0.01,0.00438,2025-04-24
FNKO,2017-12-05,0.17,0.14,2025-04-25
LQDT,2017-12-05,-0.33,-0.3,2025-04-14
PLAY,2017-12-05,0.29,0.24,2025-04-25
LB.TO,2017-12-05,1.49,1.55,2025-06-17
RH,2017-12-05,1.04,1.04,2025-04-24
ROOT.TO,2017-12-05,0.23,0.16,2025-09-09
DLNG,2017-12-05,0.15,0.17,2025-04-24
ZAG.VI,2017-12-05,0.02,-0.16,2025-11-26
DLNG-PB,2017-12-05,0.15,0.17,2025-04-25
HNNA,2017-12-04,0.43,0.55,2025-04-25
INSE,2017-12-04,-0.42,-0.16,2025-09-09
7956.T,2017-12-04,32.91,28.99,2025-06-17
COUP,2017-12-04,-0.05,-0.11,2025-06-16
PIGEF,2017-12-03,32.91,28.99,2025-06-17
NTIOF,2017-12-01,1.4,1.38,2025-06-17
TEO,2017-12-01,0.6,0.52,2025-10-06
DOO.TO,2017-12-01,1.05,0.94,2025-06-17
BEZQ.TA,2017-12-01,0.12,0.12,2025-06-17
NA.TO,2017-12-01,1.4,1.38,2025-06-17
MLVF,2017-12-01,0.3,0.23,2023-12-04
GCO,2017-12-01,1.02,1.1,2025-04-25
AQUA,2017-12-01,0.19,0.2,2025-09-18
BIG,2017-12-01,0.06,0.05,2025-09-05
AMWD,2017-12-01,1.21,1.26,2025-04-24
GCOR.ST,2017-12-01,-0.11,-0.26,2025-06-17
DOOO,2017-12-01,1.05,0.94,2025-10-03
SEDANA.ST,2017-12-01,-0.16,-0.1,2025-06-17
TNP-PF,2017-11-30,-0.12,-0.1,2024-11-22
TITN,2017-11-30,0.2,0.08,2025-04-24
AMSWA,2017-11-30,0.08,0.08,2025-04-25
EXPR,2017-11-30,1.6,1.6,2025-04-25
TNP,2017-11-30,-0.6,-0.45,2024-11-02
TCYSF,2017-11-30,0.1,0.08,2025-09-12
AVAL,2017-11-30,0.12,0.13,2024-11-21
YEXT,2017-11-30,-0.12,-0.13,2025-04-25
CM.TO,2017-11-30,1.41,1.29,2025-06-17
MDI.TO,2017-11-30,-0.04,-0.05,2025-09-12
TATNP.ME,2017-11-30,11.56,15.31,2025-06-17
TD.TO,2017-11-30,1.36,1.39,2025-06-17
PFLT,2017-11-30,0.32,0.34,2025-04-25
NTNX,2017-11-30,-0.16,-0.26,2025-06-23
ZUMZ,2017-11-30,0.48,0.48,2025-04-12
1980.HK,2017-11-30,0.1,0.07,2025-09-09
EKTAF,2017-11-30,0.69,0.46,2025-10-06
ANFIF,2017-11-30,5.25,2.8,2024-03-19
CM,2017-11-30,1.1,1.02,2024-11-02
EKTA-B.ST,2017-11-30,0.69,0.52,2025-06-17
TCS.TO,2017-11-30,0.1,0.08,2025-09-12
ULTA,2017-11-30,1.75,1.67,2025-04-25
VMW,2017-11-30,1.34,1.27,2024-03-14
MJDLF,2017-11-30,-0.03123,-0.02677,2025-09-12
TEN,2017-11-30,-0.6,-0.45,2025-04-24
RTMAF,2017-11-30,0.15,0.09,2025-12-19
ALBKF,2017-11-30,-0.04866,0.04,2025-10-06
TD,2017-11-30,1.36,1.39,2025-10-17
RET-A.V,2017-11-30,0.15,0.09,2025-12-19
DCI,2017-11-30,0.46,0.42,2025-04-25
UTI,2017-11-30,-0.08,-0.01714,2025-04-24
PFLT.TA,2017-11-30,0.32,0.34,2025-06-17
KR,2017-11-30,0.44,0.4,2025-09-22
MRUS,2017-11-30,-0.81,-0.58,2025-10-06
OGZD.L,2017-11-30,0.3,0.27,2025-06-17
AMBA,2017-11-30,0.75,0.66,2025-04-25
GLNG,2017-11-30,-0.43,-0.36,2025-04-25
TATN.ME,2017-11-30,11.56,15.31,2025-06-17
FIVE,2017-11-30,0.18,0.13,2025-04-25
ALTR,2017-11-30,-0.07,-0.01647,2025-05-08
CULP,2017-11-30,0.32,0.35,2025-04-25
ALPHA.AT,2017-11-30,0.02303,0.04,2025-06-17
WXF.VI,2017-11-30,0.2103,0.4205,2025-09-09
CPLE6.SA,2017-11-29,1.34,0.55,2025-06-17
TGRVF,2017-11-29,0.1,0.07,2025-09-09
