symbol,date,epsActual,epsEstimated,lastUpdated
ABG.JO,2019-12-31,7.98,9.76,2025-06-17
OAL.NS,2019-12-31,5.24,5.79,2025-09-09
TWODY,2019-12-31,0.169,1.62,2025-06-17
RIDYF,2019-12-31,0.00089,0.02039,2025-08-27
ITVPF,2019-12-31,0.08991,0.09048,2025-06-17
AGARIND.NS,2019-12-31,4.74,4.07,2025-06-17
0R02.L,2019-12-31,-0.51661,-1.0,2025-09-15
SOL.JO,2019-12-31,6.53,7.37,2025-09-09
RDWWF,2019-12-31,0.2099,0.4902,2025-06-17
BMT.DE,2019-12-31,1.43,2.04,2025-06-17
PPRUF,2019-12-31,13.92,19.1,2025-10-07
CFTLF,2019-12-31,0.0217,0.0194,2025-10-06
RYCEY,2019-12-31,-0.09257,0.1959,2025-06-17
IQEPF,2019-12-31,-0.03971,-0.00967,2025-11-26
KURN.SW,2019-12-31,-0.33501,-0.33167,2025-06-17
UOLGY,2019-12-31,0.4578,0.2537,2025-11-10
IONEXCHANG.NS,2019-12-31,2.26,1.82,2025-09-09
PNC.AX,2019-12-31,-0.10353,0.145,2025-06-17
KITEX.NS,2019-12-31,5.26,4.24,2025-09-09
SWGAY,2019-12-31,6.44,0.3287,2025-06-17
MCRUF,2019-12-31,0.1694,0.1735,2025-06-17
CARL-A.CO,2019-12-31,23.2,25.11,2025-10-06
SHEMAROO.NS,2019-12-31,3.13,6.95,2025-06-17
TCPLPACK.NS,2019-12-31,11.68,8.67,2025-06-17
KIROY,2019-12-31,1.36,0.2776,2025-06-17
KINGFA.NS,2019-12-31,6.29,5.94,2025-06-17
RHC.AX,2019-12-31,1.28,1.39,2025-09-05
JISLJALEQS.NS,2019-12-31,-5.41,2.03,2025-06-17
DB1.DE,2019-12-31,1.16,1.28,2025-06-17
GELYF,2019-12-31,0.06569,0.08183,2025-11-26
KIO.JO,2019-12-31,19.33,12.13,2025-06-17
SGHIY,2019-12-31,0.1575,1.69,2025-06-17
0268.HK,2019-12-31,0.0899,0.05593,2025-10-07
GOCLCORP.NS,2019-12-31,5.02,1.41,2025-06-17
UNVB.DE,2019-12-31,0.997,1.26,2025-06-17
CPCAF,2019-12-31,0.00974,-0.00894,2025-06-17
2319.HK,2019-12-31,0.585,0.884,2025-10-07
PXGYF,2019-12-31,0.03467,0.03337,2025-06-17
EXXAF,2019-12-31,0.94,1.25,2025-06-17
IMPAL.NS,2019-12-31,8.41,11.68,2025-09-09
NRAIL.NS,2019-12-31,18.92,13.87,2025-06-17
CKISY,2019-12-31,0.2315,1.25,2025-06-17
SBYSF,2019-12-31,0.03077,0.07938,2025-10-06
BKRIF,2019-12-31,0.2016,0.3143,2025-10-06
SAUHF,2019-12-31,1.03,1.13,2025-10-07
TCHBF,2019-12-31,3.13,4.19,2025-06-17
FQT.VI,2019-12-31,1.11,1.3,2025-06-17
BATS.L,2019-12-31,1.26,1.73,2025-06-17
MSTCLTD.NS,2019-12-31,4.81,5.0,2025-06-17
GRU.VI,2019-12-31,0.05784,0.0729,2025-11-26
WPP.L,2019-12-31,0.3129,0.608,2025-10-06
TCAPF,2019-12-31,1.43,0.1688,2025-06-17
MONDY,2019-12-31,1.79,1.61,2025-06-17
GTNLF,2019-12-31,0.02391,0.02952,2025-06-17
PRRUF,2019-12-31,-0.01077,-0.03045,2025-06-17
UHRN.SW,2019-12-31,1.26,1.28,2025-06-17
SADBHIN.NS,2019-12-31,-3.32,-1.26,2025-09-09
CRHKY,2019-12-31,-0.025,4e-05,2025-06-17
SDF.AX,2019-12-31,-0.08722,0.07,2025-06-17
AB.PA,2019-12-31,-0.20767,-0.26,2025-06-17
SUHJF,2019-12-31,0.68,0.633,2025-06-17
IMPUF,2019-12-31,0.2825,0.4075,2025-06-17
MGDDF,2019-12-31,1.4,1.5,2025-06-17
COSMOFIRST.NS,2019-12-31,12.56,9.9,2025-06-17
AEXAF,2019-12-31,2.11,5.57,2025-06-17
PRU.DE,2019-12-31,-0.12157,0.696,2025-10-06
TAWNF,2019-12-31,-0.01342,0.03951,2025-06-17
HKIB,2019-12-31,0.18,0.09,2025-10-06
0960.HK,2019-12-31,2.27,2.16,2025-06-17
RMS.VI,2019-12-31,7.36,7.36,2025-06-17
RUSH.HE,2019-12-31,-0.0597,-0.08,2025-06-17
HSX.L,2019-12-31,-0.26322,-0.23854,2025-10-08
RBL.NS,2019-12-31,12.93,14.22,2025-06-17
KDCXF,2019-12-31,-0.40036,0.29,2025-10-07
WILLF,2019-12-31,0.4372,0.4612,2025-10-07
LBR.JO,2019-12-31,0.378,0.45,2025-11-26
ORBTEXP.NS,2019-12-31,1.79,1.95,2025-09-09
GECFF,2019-12-31,10.8,3.31,2025-10-07
EFGSF,2019-12-31,5.02,5.3,2025-10-06
RPGLIFE.NS,2019-12-31,4.78,5.52,2025-06-17
0881.HK,2019-12-31,1.13,1.17,2025-10-07
TLW.L,2019-12-31,-0.99632,0.05284,2025-06-17
LNNGF,2019-12-31,0.0407,0.04235,2025-06-17
SHNWF,2019-12-31,1.25,0.2169,2025-06-17
GFG.DE,2019-12-31,-0.2632,-0.19,2025-06-17
AAGIY,2019-12-31,0.2169,0.947,2025-04-25
SOS,2019-12-31,-3.41572,-19.49223,2025-10-09
AJMPF,2019-12-31,0.2029,0.1884,2025-10-03
DHANI.NS,2019-12-31,1.66,2.15,2025-06-17
CENTENKA.NS,2019-12-31,4.2,4.2,2025-06-17
3292.T,2019-12-31,3073.89,3074.0,2025-06-17
EIHAHOTELS.NS,2019-12-31,3.35,3.35,2025-06-17
3333.HK,2019-12-31,0.2025,1.82,2025-06-17
LINCOLN.NS,2019-12-31,5.46,7.05,2025-06-17
HTMEDIA.NS,2019-12-31,0.35,2.43,2025-11-10
DGE.L,2019-12-31,0.788,0.798,2025-09-10
ADYYF,2019-12-31,4.16,4.22,2025-10-07
PAF.L,2019-12-31,0.1406,0.00755,2025-10-06
MERY.PA,2019-12-31,1.0,0.63,2025-06-17
O2D.DE,2019-12-31,-0.01076,-0.01388,2025-06-17
CKISF,2019-12-31,0.2315,0.2515,2025-06-17
CRERF,2019-12-31,2.28,0.96,2025-10-07
CABGY,2019-12-31,0.704,0.745,2025-10-08
PAFRF,2019-12-31,0.01157,0.01,2025-10-06
LZAGF,2019-12-31,5.06,6.84,2025-10-06
0087.HK,2019-12-31,0.1423,0.1385,2025-06-17
0102.HK,2019-12-31,0.03303,0.018,2025-11-10
SHANKARA.NS,2019-12-31,5.05,5.7,2025-09-09
CLPHY,2019-12-31,0.2815,0.2639,2025-06-17
INGERRAND.NS,2019-12-31,7.46,7.5,2025-06-17
CKHUY,2019-12-31,0.713,0.698,2025-06-17
HLPPF,2019-12-31,0.1278,0.05262,2025-06-17
AGRPF,2019-12-31,0.562,0.698,2025-10-06
POYYF,2019-12-31,0.504,0.865,2025-02-19
ASALCBR.NS,2019-12-31,8.75,6.7,2025-06-17
KAYA.NS,2019-12-31,-16.02,0.2,2025-09-09
ADYEN.AS,2019-12-31,3.67,3.76,2025-06-17
CHSYF,2019-12-31,0.04625,0.0603,2025-06-17
WPPGF,2019-12-31,0.4011,0.805,2025-10-06
SWRBF,2019-12-31,0.01818,0.01777,2025-11-10
CIADF,2019-12-31,0.07481,0.1134,2025-06-17
SESHAPAPER.NS,2019-12-31,7.26,7.77,2025-09-09
FCONSUMER.NS,2019-12-31,-0.04704,0.03429,2025-09-09
2331.HK,2019-12-31,0.3185,0.33,2025-10-07
QUICKHEAL.NS,2019-12-31,2.77,3.22,2025-09-09
DLINKINDIA.NS,2019-12-31,2.38,2.79,2025-06-17
SHVTF,2019-12-31,0.06787,0.1338,2025-06-17
KSL.NS,2019-12-31,7.4,7.4,2025-09-09
HLPPY,2019-12-31,0.1278,0.2615,2025-06-17
PUNJABCHEM.NS,2019-12-31,-3.03,4.65,2025-09-09
ASAHISONG.NS,2019-12-31,2.86,3.75,2025-06-17
AMS.JO,2019-12-31,42.41,16.13,2025-10-03
IPSEF,2019-12-31,-3.69846,3.88,2025-10-07
0884.HK,2019-12-31,0.4465,0.545,2025-06-17
ASIANTILES.NS,2019-12-31,2.34,2.41,2025-09-09
IQE.L,2019-12-31,-0.03098,-0.0073,2025-11-26
CGEMY,2019-12-31,0.62,0.819,2025-10-07
HDALF,2019-12-31,0.03924,0.03746,2025-10-06
ADYEY,2019-12-31,0.04163,0.04149,2025-10-07
VLK.AS,2019-12-31,14.08,0.3054,2025-10-08
SMUPF,2019-12-31,-0.31605,-0.08787,2025-10-06
ACCELYA.NS,2019-12-31,18.1,21.17,2025-11-25
CRGGF,2019-12-31,0.1241,0.1129,2025-06-17
GTN.AX,2019-12-31,0.034,0.042,2025-06-17
HGS.NS,2019-12-31,17.11,13.73,2025-06-17
ABDN.L,2019-12-31,-0.18635,0.0852,2025-06-17
BAESF,2019-12-31,0.272,0.3035,2025-06-17
HSCL.NS,2019-12-31,0.38,1.1,2025-09-09
SXYAY,2019-12-31,2.67,0.3222,2025-06-17
NATHBIOGEN.NS,2019-12-31,2.05,2.13,2025-06-17
8481.TW,2019-12-31,0.965,1.14,2025-06-17
REMEDY.HE,2019-12-31,0.3217,0.337,2025-12-04
2007.HK,2019-12-31,1.23,1.17,2025-06-17
AGRPY,2019-12-31,1.12,1.33,2025-10-06
POLYPLEX.NS,2019-12-31,22.19,23.12,2025-06-17
2688.HK,2019-12-31,2.33,2.15,2025-10-07
ZHSHF,2019-12-31,0.1445,0.1507,2025-06-17
AIQUF,2019-12-31,2.13,2.58,2025-10-07
8963.T,2019-12-31,1910.08,1917.0,2025-06-17
BWX.AX,2019-12-31,0.0605,0.05749,2025-06-17
CODGF,2019-12-31,1.49,1.91,2025-10-07
RIC.AX,2019-12-31,0.00127,0.029,2025-06-17
WEIDY,2019-12-31,10.25,16.4,2025-08-27
1801.HK,2019-12-31,-0.94787,-0.42507,2025-10-03
SWPFF,2019-12-31,0.1278,0.09882,2025-06-17
RHHVF,2019-12-31,5.75,9.3,2025-10-07
HINDOILEXP.NS,2019-12-31,4.03,2.96,2025-09-09
CTRYF,2019-12-31,0.1546,0.1507,2025-06-17
3487.T,2019-12-31,0.991,2630.0,2025-09-11
WEI,2019-12-31,1.45,3.28,2025-08-27
ILKAF,2019-12-31,-0.69491,0.07834,2025-06-17
CAPMF,2019-12-31,3.1,4.17,2025-10-07
HISNF,2019-12-31,0.01103,0.00898,2025-06-17
HCXLF,2019-12-31,-0.33792,-0.316,2025-10-07
CZASF,2019-12-31,0.1262,0.03445,2025-08-27
FQT.DE,2019-12-31,1.11,1.3,2025-06-17
RKLIF,2019-12-31,0.1346,0.1135,2025-06-17
NVJP.DE,2019-12-31,0.577,0.605,2025-06-17
ABSCF,2019-12-31,-0.23563,-0.29185,2025-06-17
AMLTF,2019-12-31,-0.03612,0.05912,2025-12-23
TPLPLASTEH.NS,2019-12-31,0.369,0.482,2025-06-17
SLFPF,2019-12-31,-0.23885,0.1129,2025-10-06
NXPRF,2019-12-31,-0.15668,1.87,2025-10-07
MAZDA.NS,2019-12-31,11.98,12.79,2025-06-17
0883.HK,2019-12-31,0.781,0.688,2025-10-07
MPGPF,2019-12-31,0.1974,0.2061,2025-06-17
ATO.PA,2019-12-31,138.03,4.96,2025-09-01
SWGAF,2019-12-31,6.44,6.61,2025-06-17
0285.HK,2019-12-31,0.515,0.4586,2025-06-17
UMI.BR,2019-12-31,0.577,0.605,2025-06-17
EVR.L,2019-12-31,0.08692,0.126,2025-06-17
CPYYY,2019-12-31,-0.417,0.2532,2025-10-06
AEXAY,2019-12-31,31.32,1.09,2025-10-03
WCHNF,2019-12-31,0.02687,0.02441,2025-11-24
WOLTF,2019-12-31,1.53,1.58,2025-06-17
RTMVF,2019-12-31,0.1241,0.1285,2025-06-17
JFHHF,2019-12-31,1.25,0.1735,2025-06-17
GMBREW.NS,2019-12-31,7.65,8.16,2025-06-17
TAJGVK.NS,2019-12-31,2.1,1.4,2025-06-17
RMIAF,2019-12-31,-0.0894,0.03388,2025-04-25
POKARNA.NS,2019-12-31,2.12,5.97,2025-06-17
ITI.NS,2019-12-31,1.79,1.88,2025-06-17
COBJF,2019-12-31,0.00358,0.00363,2025-11-24
TWODF,2019-12-31,0.169,0.1652,2025-06-17
WRFRF,2019-12-31,0.1278,0.09112,2025-06-17
SUVEN.NS,2019-12-31,-1.44189,0.3149,2025-09-09
MGDDY,2019-12-31,1.4,0.742,2025-06-17
SHM.AX,2019-12-31,0.03918,0.04418,2025-06-17
IMIAF,2019-12-31,0.3745,0.542,2025-06-17
0QNQ.L,2019-12-31,-0.38489,0.2808,2025-10-06
MDEVF,2019-12-31,0.01912,0.08984,2025-10-06
GPDNF,2019-12-31,1.55,2.17,2025-10-03
0086.HK,2019-12-31,0.999,0.11,2025-06-17
0215.HK,2019-12-31,0.05001,0.03472,2025-06-17
KRYAF,2019-12-31,2.09,2.53,2025-10-06
AMS.AX,2019-12-31,-0.00836,0.00703,2025-06-17
BHARATRAS.NS,2019-12-31,29.51,80.25,2025-12-12
6862.HK,2019-12-31,0.3069,0.2919,2025-10-07
BMXMF,2019-12-31,1.27,1.36,2025-10-07
HESAF,2019-12-31,8.35,8.26,2025-10-07
IFPJF,2019-12-31,0.0441,0.3438,2025-06-17
HNDFDS.NS,2019-12-31,0.56,0.526,2025-11-25
THLEF,2019-12-31,3.01,4.24,2025-10-07
GTPL.NS,2019-12-31,2.94,2.94,2025-09-09
UMICY,2019-12-31,0.1636,0.1677,2025-10-06
0842.HK,2019-12-31,0.03877,0.02237,2025-06-17
BEPL.NS,2019-12-31,0.68,0.608,2025-09-09
AURUM.NS,2019-12-31,5.74,3.72,2025-09-09
IHG.L,2019-12-31,0.3344,1.27,2025-10-07
BVT.JO,2019-12-31,4.79,6.2,2025-10-07
NSRGF,2019-12-31,2.67,2.48,2025-10-07
HATHWAY.NS,2019-12-31,0.38,0.11,2025-09-09
WTKWY,2019-12-31,1.53,1.56,2025-06-17
IMM.AX,2019-12-31,-0.01394,-0.04332,2025-06-23
0966.HK,2019-12-31,0.616,1.18,2025-06-17
HINKF,2019-12-31,2.42,2.78,2025-10-07
KUANTUM.NS,2019-12-31,2.4,2.14,2025-06-17
RTOXF,2019-12-31,0.07951,0.09331,2025-06-17
BAESY,2019-12-31,0.272,1.19,2025-06-17
RI.SW,2019-12-31,3.89,4.82,2025-06-17
IMDZF,2019-12-31,0.945,1.29,2025-10-07
UMICF,2019-12-31,0.655,0.679,2025-10-06
INDNIPPON.NS,2019-12-31,3.71,6.75,2025-09-09
0867.HK,2019-12-31,0.3617,0.4698,2025-10-07
PLASTIBLEN.NS,2019-12-31,4.39,4.39,2025-06-17
DUAVF,2019-12-31,6.26,5.68,2025-06-17
TIIL.NS,2019-12-31,16.79,11.04,2025-09-09
SOTL.NS,2019-12-31,3.05,4.11,2025-06-17
SHG.JO,2019-12-31,0.845,0.711,2025-11-26
SARDAEN.NS,2019-12-31,1.17,1.9,2025-11-10
FURCF,2019-12-31,1.83,2.04,2025-10-07
RMDEF,2019-12-31,0.3649,0.3783,2025-12-04
BIL.NS,2019-12-31,1.37,5.39,2025-06-17
SALZERELEC.NS,2019-12-31,3.59,3.61,2025-06-17
RYCEF,2019-12-31,-0.09257,0.06695,2025-06-17
VCISF,2019-12-31,3.84,4.02,2025-06-17
HKHGF,2019-12-31,1.0,0.24,2025-09-05
AXAHF,2019-12-31,0.666,0.898,2025-06-17
CCOHF,2019-12-31,0.0646,0.06545,2025-10-06
ASTRAZEN.NS,2019-12-31,10.68,10.68,2025-11-25
HIRECT.NS,2019-12-31,2.24,4.35,2025-06-17
ADBCF,2019-12-31,0.02549,0.07029,2025-08-12
GMDMF,2019-12-31,-0.0117,-0.01,2025-11-26
SKC.AX,2019-12-31,0.4697,0.1209,2025-11-10
RIIL.NS,2019-12-31,1.63,1.39,2025-09-09
CPYYF,2019-12-31,-0.10425,0.06531,2025-10-03
GOLDIAM.NS,2019-12-31,1.95,1.3,2025-06-17
DMPZF,2019-12-31,-0.03164,0.02096,2025-06-17
MEDICAMEQ.NS,2019-12-31,3.05,2.72,2025-06-17
LIBERTSHOE.NS,2019-12-31,0.85,3.24,2025-09-09
ALBERTDAVD.NS,2019-12-31,9.2,13.37,2025-06-17
MGPUF,2019-12-31,0.1334,0.1908,2025-10-06
IPSEY,2019-12-31,-0.91833,0.952,2025-10-07
PRNDY,2019-12-31,0.883,0.989,2025-10-07
0QAL.IL,2019-12-31,-0.01076,-0.01388,2025-09-11
ARMANFIN.NS,2019-12-31,16.38,16.54,2025-06-17
TASTYBITE.NS,2019-12-31,53.31,40.44,2025-06-17
BCHHF,2019-12-31,10.35,9.88,2025-06-17
VOPKF,2019-12-31,3.37,1.34,2025-06-17
EXX.JO,2019-12-31,18.1,17.41,2025-06-17
DEO,2019-12-31,3.15,4.23,2025-10-07
BJWTF,2019-12-31,0.02657,0.0308,2025-10-06
CLZNY,2019-12-31,0.3289,0.396,2025-06-17
BSFFF,2019-12-31,0.2114,0.505,2025-10-07
HMVL.NS,2019-12-31,4.36,3.91,2025-06-17
STGPF,2019-12-31,0.7,0.08435,2025-10-09
0327.HK,2019-12-31,0.2712,0.26,2025-06-17
O2D.SW,2019-12-31,-0.01882,-0.00162,2025-11-24
SSL,2019-12-31,0.46,0.497,2025-08-27
PSORF,2019-12-30,0.3571,0.573,2025-06-17
REM.JO,2019-12-30,7.63,5.67,2025-11-25
HBRIY,2019-12-30,0.961,0.8,2025-04-25
EMCHF,2019-12-30,0.01097,0.02624,2025-06-17
STMN.SW,2019-12-30,1.01,1.09,2025-06-17
WES.AX,2019-12-30,1.07,0.977,2025-06-17
VSVS.L,2019-12-30,0.103,0.1975,2025-11-26
LVH.AX,2019-12-30,-0.02937,-0.01957,2025-06-17
RTO.L,2019-12-30,0.105,0.0857,2025-06-17
RNO.PA,2019-12-30,-3.81559,3.75,2025-06-17
3331.HK,2019-12-30,0.584,0.32,2025-06-17
REPRO.BO,2019-12-30,3.86,5.03,2025-09-08
ARSUF,2019-12-30,0.4382,0.516,2025-06-17
CTD.AX,2019-12-30,0.2944,0.3595,2025-09-05
MOZN.SW,2019-12-30,0.612,0.52,2025-06-17
QAN.AX,2019-12-30,0.2877,0.3505,2025-09-05
NSRGY,2019-12-30,2.67,2.45,2025-10-07
PGC.AX,2019-12-30,0.00414,0.009,2025-06-17
IPD.AX,2019-12-30,-0.02632,-0.02122,2025-09-05
DOCM.SW,2019-12-30,-4.06089,-2.93,2025-06-17
SRL.AX,2019-12-30,-0.13548,-0.02584,2025-06-17
CTOUF,2019-12-30,0.4692,0.2039,2025-10-06
PME.AX,2019-12-30,0.1154,0.1083,2025-09-05
DYNPRO.BO,2019-12-30,4.37,5.6,2025-11-10
0777.HK,2019-12-30,0.824,0.751,2025-10-07
0R3M.L,2019-12-30,-0.31509,-0.65691,2025-06-17
ALX.AX,2019-12-30,0.08263,0.1682,2025-06-17
KSL.BO,2019-12-30,7.4,7.4,2025-09-09
RMV.L,2019-12-30,0.09685,0.097,2025-10-03
COPN.SW,2019-12-30,-0.2839,-0.36957,2025-10-03
BANB.SW,2019-12-30,0.4821,0.456,2025-06-17
CAR.DE,2019-12-30,2.01,0.855,2025-09-05
GAM.SW,2019-12-30,1.0,0.04,2025-06-17
AFBOF,2019-12-30,0.764,0.878,2025-10-06
JISLJALEQS.BO,2019-12-30,-5.41,2.03,2025-09-08
MND.AX,2019-12-30,0.3007,0.3228,2025-09-05
REN.AS,2019-12-30,0.4218,0.549,2025-06-17
FRES.L,2019-12-30,0.1415,0.1,2025-06-17
0636.HK,2019-12-30,0.579,0.3001,2025-06-17
CAR.AX,2019-12-30,0.2571,0.2334,2025-06-17
0IX0.L,2019-12-30,0.774,0.71,2025-06-17
NWH.AX,2019-12-30,0.087,0.084,2025-06-17
0G99.L,2019-12-30,-0.48339,-0.45,2025-06-17
BNZL.L,2019-12-30,0.581,0.686,2025-10-06
AIQUY,2019-12-30,0.425,0.509,2025-10-07
0293.HK,2019-12-30,0.07618,-0.06969,2025-06-17
TRU.JO,2019-12-30,3.63,3.6,2025-10-07
IMPUY,2019-12-30,0.2825,0.39,2025-06-17
JBAXY,2019-12-30,0.574,0.3853,2025-06-17
0QP7.L,2019-12-30,2.02,2.41,2025-06-17
VEA.AX,2019-12-30,0.02732,0.04489,2025-06-17
GYYMF,2019-12-30,-0.00453,0.05233,2025-06-17
SEPJF,2019-12-30,3.12,1.4,2025-06-17
1083.HK,2019-12-30,0.1926,0.22,2025-06-17
ENQUF,2019-12-30,-0.29886,0.04407,2025-04-25
FBU.NZ,2019-12-30,0.09051,0.168,2025-06-17
0017.HK,2019-12-30,0.3974,1.44,2025-09-18
CEN.AX,2019-12-30,0.0783,0.1003,2025-06-17
SLC.AX,2019-12-30,-0.06993,-0.04191,2025-06-17
BLHEY,2019-12-30,6.63,0.595,2025-06-17
ACR.F,2019-12-30,1.19,0.895,2025-06-17
ALD.NZ,2019-12-30,0.953,0.802,2025-06-17
SATIA.BO,2019-12-30,2.43,2.34,2025-09-08
AUB.AX,2019-12-30,0.2194,0.2184,2025-06-17
FSJ.L,2019-12-30,0.3901,0.529,2025-06-17
NWRN.SW,2019-12-30,-0.38424,-0.92393,2025-06-17
0220.HK,2019-12-30,0.09684,0.1007,2025-10-06
HENOY,2019-12-30,0.651,0.3525,2025-10-07
QUB.AX,2019-12-30,0.03149,0.04264,2025-06-17
MSV.AX,2019-12-30,0.0236,0.03441,2025-11-10
8964.T,2019-12-30,10696.28,9970.0,2025-06-17
FRRFF,2019-12-30,1.02,0.947,2025-04-25
BSLN.SW,2019-12-30,-0.64947,-1.07,2025-06-17
APA.AX,2019-12-30,0.1243,0.14,2025-06-17
EBO.AX,2019-12-30,0.527,0.537,2025-06-17
WRDLY,2019-12-30,1.03,0.4549,2025-06-17
OXB.L,2019-12-30,-0.07674,-0.0712,2025-06-17
AIR.NZ,2019-12-30,0.05511,0.08177,2025-06-17
AMIGY,2019-12-30,1.09,1.16,2025-10-06
HBR.L,2019-12-30,0.03193,0.604,2025-06-17
CAP.PA,2019-12-30,2.73,3.71,2025-06-17
0019.HK,2019-12-30,0.711,0.831,2025-09-11
POM.PA,2019-12-30,0.705,0.79,2025-06-23
URW.PA,2019-12-30,1.0,5.9,2025-06-17
0SAY.L,2019-12-30,1.0,1.12,2025-09-11
NOU.AX,2019-12-30,0.0163,0.051,2025-11-10
SAFRY,2019-12-30,2.67,0.77,2025-06-17
APTD.L,2019-12-30,0.05962,0.0775,2025-06-17
IPGDF,2019-12-30,0.1174,0.1183,2025-10-06
BN.PA,2019-12-30,1.37,1.94,2025-06-17
AFG.AX,2019-12-30,0.08244,0.08274,2025-06-17
0RHR.L,2019-12-30,-0.33501,-0.33167,2025-06-17
VINCIT.HE,2019-12-30,0.03996,0.1074,2025-09-09
0315.HK,2019-12-30,0.2366,0.27,2025-06-17
FEVR.L,2019-12-30,0.2588,0.312,2025-10-07
CMSQY,2019-12-30,0.2134,0.3169,2025-06-17
LSEG.L,2019-12-30,0.992,1.01,2025-06-17
AIBRF,2019-12-30,-0.00669,0.1347,2025-10-06
PPE.AX,2019-12-30,0.08309,0.116,2025-11-10
HOKCY,2019-12-30,0.02107,0.02661,2025-06-17
HLO.AX,2019-12-30,0.1788,0.2066,2025-06-17
CQE.AX,2019-12-30,0.1626,0.0865,2025-06-17
SHIVALIK.BO,2019-12-30,2.5,2.15,2025-09-08
EVN.AX,2019-12-30,0.0862,0.08875,2025-09-05
SXS.L,2019-12-30,2.43,1.06,2025-06-17
SKFOF,2019-12-30,2.67,3.36,2025-12-09
BAER.SW,2019-12-30,0.563,1.86,2025-06-17
FLFL.NS,2019-12-30,2.99,2.96,2025-09-09
ASB.AX,2019-12-30,0.113,0.11,2025-09-05
JTKWY,2019-12-30,-0.28935,0.1275,2025-10-06
FDDMF,2019-12-30,0.1961,0.2438,2025-04-25
JAR.L,2019-12-30,1.91,2.1,2025-04-25
SHALY,2019-12-30,0.01048,-0.2,2025-04-24
ALU.AX,2019-12-30,0.1999,0.276,2025-10-09
VETTF,2019-12-30,0.05351,0.05667,2025-11-10
SRHGF,2019-12-30,0.2618,0.3082,2025-06-17
MTH.JO,2019-12-30,4.66,5.0,2025-06-17
8951.T,2019-12-30,1101.0,11175.44,2025-06-17
L1G.AX,2019-12-30,0.136,0.1352,2025-06-17
0QQO.L,2019-12-30,5.24,7.99,2025-06-17
HOCN.SW,2019-12-30,-133.67389,9.3,2025-06-17
ATM.NZ,2019-12-30,0.2534,0.2357,2025-11-24
ANTO.L,2019-12-30,0.1572,0.1461,2025-10-06
AXAHY,2019-12-30,0.666,0.884,2025-06-17
MGPPF,2019-12-30,-0.09846,-0.0814,2025-10-06
GENSF,2019-12-30,0.4645,0.518,2025-11-24
BLSFY,2019-12-30,0.2532,1.15,2025-06-17
PAGE.L,2019-12-30,0.154,0.1556,2025-06-17
SHGKY,2019-12-30,0.06761,0.07079,2025-06-17
1030.HK,2019-12-30,1.21,1.13,2025-06-17
NIPOF,2019-12-30,0.00923,18.62,2025-06-17
CSBTF,2019-12-30,-0.34169,-0.34251,2025-06-17
GIPCL.NS,2019-12-30,3.24,4.0,2025-06-17
0RFX.L,2019-12-30,9.43,10.94,2025-06-17
G24.DE,2019-12-30,-0.05999,0.255,2025-06-17
GET.PA,2019-12-30,0.2185,0.15,2025-06-17
CMHHF,2019-12-30,0.06794,0.07444,2025-06-17
PPX.DE,2019-12-30,12.27,17.02,2025-06-17
BELL.SW,2019-12-30,9.43,10.94,2025-06-17
ILU.AX,2019-12-30,-0.98804,0.1114,2025-06-17
